0 0 1670.3715571417 0.0000 0 2016.8371703758 0.0000 0 1189.2475144776 0.0000 0 1798.6280893462 0.0000 0 1898.1783515073 0.0000 0 1295.6760255822 0.0000 0 1770.6730372539 0.0000
5 2 1670.3715571417 0.0000 2 2016.8371703758 0.0000 11 1189.2475144776 0.0000 3 1798.6280893462 0.0000 2 1898.1783515073 0.0000 5 1295.6760255822 0.0000 5 1770.6730372539 0.0000
10 6 1275.7529480188 0.8061 4 2016.8371703758 0.0000 22 1189.2475144776 0.0000 6 1798.6280893462 0.0000 4 1898.1783515073 0.0000 10 1295.6760255822 0.0000 10 1770.6730372539 0.0000
15 9 1217.7979562807 0.8445 6 1708.0509457220 0.7561 33 1189.2475144776 0.0000 9 1798.6280893462 0.0000 5 1898.1783515073 0.0000 16 1146.6539391432 0.9088 14 1770.6730372539 0.0000
20 12 1187.1529186152 0.8663 8 1628.4421885834 0.7931 44 1189.2475144776 0.0000 12 1798.6280893462 0.0000 7 1898.1783515073 0.0000 21 1137.4877488322 0.9162 19 1770.6730372539 0.0000
25 15 1180.7594244771 0.8710 9 1628.4421885834 0.7931 55 1189.2475144776 0.0000 15 1798.6280893462 0.0000 9 1898.1783515073 0.0000 26 1137.4877488322 0.9162 23 1770.6730372539 0.0000
30 18 1146.8098421105 0.8968 11 1574.3014802520 0.8203 67 1189.2475144776 0.0000 18 1798.6280893462 0.0000 10 1898.1783515073 0.0000 31 1137.4877488322 0.9162 27 1621.2345682824 0.9506
35 21 1125.8504264536 0.9135 12 1574.3014802520 0.8203 80 1189.2475144776 0.0000 21 1305.8729433072 0.8902 12 1898.1783515073 0.0000 37 1137.4877488322 0.9162 31 1611.4245748062 0.9564
40 25 1116.8426760068 0.9208 14 1526.9550254025 0.8458 92 1189.2475144776 0.0000 24 1305.8729433072 0.8902 13 1898.1783515073 0.0000 42 1137.4877488322 0.9162 35 1611.4245748062 0.9564
45 28 1113.6236013799 0.9235 16 1525.1616221988 0.8468 105 1189.2475144776 0.0000 27 1278.3281883895 0.9094 15 1898.1783515073 0.0000 48 1080.0469406179 0.9649 40 1602.1017062877 0.9619
50 31 1107.3218915058 0.9287 17 1525.1616221988 0.8468 119 1189.2475144776 0.0000 30 1278.3281883895 0.9094 16 1898.1783515073 0.0000 54 1074.0137626909 0.9703 45 1584.2479104781 0.9728
55 35 1094.8893471090 0.9393 19 1483.4333989541 0.8706 132 1189.2475144776 0.0000 33 1273.2980137639 0.9130 18 1898.1783515073 0.0000 60 1073.4707650343 0.9708 49 1582.7803801795 0.9737
60 38 1087.3364207853 0.9458 21 1477.8791127520 0.8739 146 1189.2475144776 0.0000 36 1265.9357279281 0.9183 19 1898.1783515073 0.0000 65 1073.4707650343 0.9708 54 1582.3506563335 0.9740
65 41 1085.7333883143 0.9472 22 1473.2937856720 0.8766 161 1189.2475144776 0.0000 40 1247.4761911907 0.9319 21 1898.1783515073 0.0000 71 1070.8652137589 0.9731 58 1579.4651853654 0.9757
70 45 1084.2184343766 0.9485 24 1473.2937856720 0.8766 175 1189.2475144776 0.0000 43 1235.1577277713 0.9412 22 1898.1783515073 0.0000 77 1068.4024532206 0.9754 64 1579.4651853654 0.9757
75 48 1080.4303205361 0.9519 25 1473.2937856720 0.8766 191 1189.2475144776 0.0000 46 1234.1509907103 0.9420 24 1898.1783515073 0.0000 83 1068.4024532206 0.9754 69 1576.1101752047 0.9778
80 52 1071.2309173240 0.9600 27 1466.7935829037 0.8805 209 1189.2475144776 0.0000 49 1234.1509907103 0.9420 25 1898.1783515073 0.0000 89 1068.4024532206 0.9754 74 1575.4514806487 0.9782
85 55 1063.8316965232 0.9667 29 1459.3068238054 0.8850 226 1189.2475144776 0.0000 53 1232.5471634321 0.9432 27 1898.1783515073 0.0000 96 1066.6276069910 0.9770 79 1573.9738674042 0.9791
90 58 1063.8316965232 0.9667 30 1457.9581505395 0.8858 246 1189.2475144776 0.0000 56 1232.5471634321 0.9432 29 1898.1783515073 0.0000 102 1066.6276069910 0.9770 84 1572.4568314110 0.9801
95 62 1063.7078503110 0.9668 32 1457.9581505395 0.8858 268 1189.2475144776 0.0000 59 1232.5471634321 0.9432 30 1898.1783515073 0.0000 108 1066.6276069910 0.9770 89 1572.4568314110 0.9801
100 65 1061.4567912130 0.9689 34 1457.4570514491 0.8861 292 1189.2475144776 0.0000 62 1232.1015858027 0.9436 32 1898.1783515073 0.0000 115 1065.5880772932 0.9780 95 1570.9558167409 0.9810
105 69 1061.1581990945 0.9691 35 1456.7587782953 0.8865 320 1189.2475144776 0.0000 66 1227.7541080290 0.9469 33 1898.1783515073 0.0000 121 1065.5238994135 0.9780 100 1569.8689429846 0.9817
110 73 1059.4784458366 0.9707 37 1452.7279075549 0.8890 352 1189.2475144776 0.0000 69 1227.7541080290 0.9469 35 1898.1783515073 0.0000 128 1065.5238994135 0.9780 106 1567.1382846633 0.9834
115 76 1057.7958100589 0.9722 39 1446.0688278050 0.8931 391 1189.2475144776 0.0000 73 1224.6707963381 0.9493 37 1898.1783515073 0.0000 134 1065.5238994135 0.9780 112 1567.1382846633 0.9834
120 80 1057.4901993815 0.9725 41 1445.8247780828 0.8932 449 1189.2475144776 0.0000 76 1221.5928757200 0.9517 38 1898.1783515073 0.0000 141 1065.5238994135 0.9780 117 1565.7666535994 0.9843
125 84 1057.4901993815 0.9725 42 1440.3810542112 0.8966 711 1189.2475144776 0.0000 80 1221.1773976617 0.9520 40 1898.1783515073 0.0000 148 1065.5238994135 0.9780 123 1565.7666535994 0.9843
130 87 1056.9200639133 0.9730 44 1439.0675987832 0.8974 997 1189.2475144776 0.0000 83 1221.1773976617 0.9520 41 1898.1783515073 0.0000 155 1059.5711638571 0.9835 129 1565.7666535994 0.9843
135 91 1056.9200639133 0.9730 46 1436.7933482204 0.8988 1283 1189.2475144776 0.0000 87 1221.1773976617 0.9520 43 1898.1783515073 0.0000 162 1059.5711638571 0.9835 134 1564.7052478394 0.9849
140 95 1056.9200639133 0.9730 47 1436.7933482204 0.8988 1569 1189.2475144776 0.0000 91 1221.1773976617 0.9520 45 1898.1783515073 0.0000 170 1059.5711638571 0.9835 140 1564.7052478394 0.9849
145 99 1056.9200639133 0.9730 49 1433.5852562220 0.9009 1861 1189.2475144776 0.0000 94 1221.1773976617 0.9520 46 1898.1783515073 0.0000 177 1059.5711638571 0.9835 146 1564.6257484343 0.9850
150 103 1056.9200639133 0.9730 51 1418.8228728008 0.9102 2156 1189.2475144776 0.0000 98 1214.8095204555 0.9570 48 1898.1783515073 0.0000 185 1059.5711638571 0.9835 153 1564.0495581215 0.9854
155 107 1056.5926768150 0.9733 53 1418.8228728008 0.9102 2441 1189.2475144776 0.0000 102 1214.7020849189 0.9571 50 1898.1783515073 0.0000 192 1059.5711638571 0.9835 159 1564.0495581215 0.9854
160 111 1055.1925660188 0.9746 54 1415.1451606734 0.9126 2742 1189.2475144776 0.0000 106 1214.7020849189 0.9571 52 1898.1783515073 0.0000 200 1059.5711638571 0.9835 166 1564.0495581215 0.9854
165 115 1055.1925660188 0.9746 56 1411.5954311244 0.9149 3029 1189.2475144776 0.0000 110 1211.5267378027 0.9596 53 1898.1783515073 0.0000 208 1059.5711638571 0.9835 173 1564.0495581215 0.9854
170 119 1054.3605057506 0.9754 58 1411.2142653521 0.9151 3331 1189.2475144776 0.0000 114 1211.5267378027 0.9596 55 1898.1783515073 0.0000 216 1059.5711638571 0.9835 180 1564.0495581215 0.9854
175 124 1054.3605057506 0.9754 59 1410.6569251226 0.9155 3633 909.6750532832 1.0000 118 1205.8711562631 0.9641 57 1898.1783515073 0.0000 225 1059.5711638571 0.9835 186 1564.0495581215 0.9854
180 128 1054.3605057506 0.9754 61 1410.6569251226 0.9155 3933 909.6750532832 1.0000 123 1205.8711562631 0.9641 58 1898.1783515073 0.0000 234 1059.5711638571 0.9835 193 1563.9570487382 0.9854
185 132 1054.3605057506 0.9754 63 1402.5664591965 0.9208 4236 909.6750532832 1.0000 127 1205.8711562631 0.9641 60 1898.1783515073 0.0000 243 1059.5711638571 0.9835 201 1563.9570487382 0.9854
190 136 1054.3605057506 0.9754 65 1402.5664591965 0.9208 4544 909.6750532832 1.0000 131 1205.8711562631 0.9641 62 1898.1783515073 0.0000 252 1059.5711638571 0.9835 208 1563.9570487382 0.9854
195 141 1054.3605057506 0.9754 67 1402.5664591965 0.9208 4852 909.6750532832 1.0000 136 1204.6212638176 0.9651 64 1898.1783515073 0.0000 261 1059.5711638571 0.9835 215 1563.9570487382 0.9854
200 145 1054.3605057506 0.9754 68 1401.7135097804 0.9213 5161 909.6750532832 1.0000 140 1204.4417554939 0.9652 65 1898.1783515073 0.0000 270 1059.5711638571 0.9835 223 1563.9570487382 0.9854
205 150 1054.3605057506 0.9754 70 1401.7135097804 0.9213 5466 909.6750532832 1.0000 145 1204.4417554939 0.9652 67 1898.1783515073 0.0000 281 1059.5711638571 0.9835 231 1563.8275388897 0.9855
210 154 1054.3605057506 0.9754 72 1396.9686938895 0.9245 5774 909.6750532832 1.0000 149 1204.4417554939 0.9652 69 1898.1783515073 0.0000 292 1059.5711638571 0.9835 239 1563.8275388897 0.9855
215 159 1054.3605057506 0.9754 74 1396.9686938895 0.9245 6078 909.6750532832 1.0000 154 1204.4417554939 0.9652 71 1898.1783515073 0.0000 303 1059.5711638571 0.9835 248 1563.1078740186 0.9859
220 164 1054.3605057506 0.9754 76 1396.9686938895 0.9245 6382 909.6750532832 1.0000 158 1204.4417554939 0.9652 73 1898.1783515073 0.0000 314 1059.5711638571 0.9835 257 1563.1078740186 0.9859
225 169 1054.3605057506 0.9754 78 1396.9686938895 0.9245 6681 909.6750532832 1.0000 163 1204.4417554939 0.9652 74 1898.1783515073 0.0000 326 1059.5711638571 0.9835 266 1563.1078740186 0.9859
230 174 1054.3605057506 0.9754 80 1396.9686938895 0.9245 6986 909.6750532832 1.0000 168 1204.4417554939 0.9652 76 1898.1783515073 0.0000 339 1059.5711638571 0.9835 275 1563.0191641998 0.9860
235 179 1054.3605057506 0.9754 81 1396.9686938895 0.9245 7287 909.6750532832 1.0000 173 1204.4417554939 0.9652 78 1898.1783515073 0.0000 354 1059.5711638571 0.9835 285 1562.5751992280 0.9863
240 184 1054.3605057506 0.9754 83 1395.8550681890 0.9252 7585 909.6750532832 1.0000 178 1203.8383757745 0.9657 80 1898.1783515073 0.0000 368 1059.5711638571 0.9835 295 1562.5751992280 0.9863
245 189 1054.3605057506 0.9754 85 1392.2379971530 0.9276 7886 909.6750532832 1.0000 183 1203.8383757745 0.9657 82 1898.1783515073 0.0000 384 1059.5711638571 0.9835 306 1561.0128568458 0.9873
250 194 1054.3605057506 0.9754 87 1392.2379971530 0.9276 8184 909.6750532832 1.0000 188 1203.8383757745 0.9657 84 1898.1783515073 0.0000 404 1059.5711638571 0.9835 317 1561.0128568458 0.9873
