0 0 2053.0250159499 0.0000 0 2015.2747916454 0.0000
5 2 2053.0250159499 0.0000 2 2015.2747916454 0.0000
10 3 2053.0250159499 0.0000 4 2015.2747916454 0.0000
15 5 2053.0250159499 0.0000 6 2015.2747916454 0.0000
20 7 2053.0250159499 0.0000 7 2015.2747916454 0.0000
25 9 2053.0250159499 0.0000 9 2015.2747916454 0.0000
30 10 2053.0250159499 0.0000 11 2015.2747916454 0.0000
35 12 2053.0250159499 0.0000 12 2015.2747916454 0.0000
40 14 2053.0250159499 0.0000 14 2015.2747916454 0.0000
45 15 2053.0250159499 0.0000 15 1688.5558025152 0.8267
50 17 1526.1857833611 0.8462 16 1688.5558025152 0.8267
55 19 1476.8881854379 0.8744 18 1688.5558025152 0.8267
60 21 1476.4946059643 0.8747 19 1688.5558025152 0.8267
65 22 1475.3244701778 0.8754 21 1688.5558025152 0.8267
70 24 1472.9856990479 0.8768 23 1688.5558025152 0.8267
75 26 1470.3224210114 0.8783 24 1688.5558025152 0.8267
80 28 1470.3224210114 0.8783 26 1688.5558025152 0.8267
85 29 1466.6712300850 0.8805 28 1688.5558025152 0.8267
90 31 1450.5892379288 0.8903 29 1688.5558025152 0.8267
95 33 1450.5892379288 0.8903 31 1688.5558025152 0.8267
100 34 1450.5892379288 0.8903 33 1688.5558025152 0.8267
105 36 1448.0958152203 0.8918 34 1688.5558025152 0.8267
110 38 1446.5200500487 0.8928 36 1594.8476503056 0.8752
115 40 1442.2691745265 0.8954 38 1594.8476503056 0.8752
120 41 1430.3414441527 0.9029 39 1594.8476503056 0.8752
125 43 1427.2022451144 0.9049 41 1594.8476503056 0.8752
130 45 1427.2022451144 0.9049 42 1594.8476503056 0.8752
135 47 1424.8467433657 0.9064 44 1594.8476503056 0.8752
140 49 1414.5077781198 0.9130 46 1594.8476503056 0.8752
145 50 1413.3765588627 0.9137 47 1594.8476503056 0.8752
150 52 1410.5645847671 0.9156 49 1594.8476503056 0.8752
155 54 1410.5645847671 0.9156 50 1594.8476503056 0.8752
160 56 1409.4358872082 0.9163 52 1594.8476503056 0.8752
165 58 1409.4358872082 0.9163 53 1594.8476503056 0.8752
170 60 1409.4358872082 0.9163 54 1594.8476503056 0.8752
175 61 1409.4358872082 0.9163 56 1594.8476503056 0.8752
180 63 1409.4358872082 0.9163 58 1594.8476503056 0.8752
185 65 1405.5735482104 0.9188 60 1594.8476503056 0.8752
190 67 1405.5281246953 0.9188 61 1594.8476503056 0.8752
195 69 1403.6771426308 0.9200 63 1594.8476503056 0.8752
200 71 1403.6771426308 0.9200 65 1594.8476503056 0.8752
205 73 1403.6771426308 0.9200 66 1594.8476503056 0.8752
210 75 1403.6771426308 0.9200 68 1594.8476503056 0.8752
215 76 1399.8360670457 0.9226 69 1594.8476503056 0.8752
