0 0 832.7575867448 0.0000 0 1119.8960542767 0.0000 0 1216.0592858652 0.0000 0 1655.9101550407 0.0000 0 2029.3884605098 0.0000 0 887.9392390143 0.0000 0 1265.6665551481 0.0000 0 1333.2858262020 0.0000 0 1752.9957316738 0.0000 0 2129.5628048328 0.0000 0 1393.0806474892 0.0000 0 1093.6505635135 0.0000 0 1893.1746485460 0.0000 0 1119.9162595854 0.0000
5 14 544.3224509815 0.9638 9 1119.8960542767 0.0000 4 1080.6887384433 0.7645 2 1655.9101550407 0.0000 1 2029.3884605098 0.0000 20 560.8867372088 0.9903 9 1265.6665551481 0.0000 4 1333.2858262020 0.0000 2 1752.9957316738 0.0000 1 2129.5628048328 0.0000 3 1393.0806474892 0.0000 5 940.6228647197 0.8713 3 1893.1746485460 0.0000 5 1119.9162595854 0.0000
10 31 527.0322235044 0.9954 17 1119.8960542767 0.0000 8 938.9584501940 0.8798 3 1655.9101550407 0.0000 2 2029.3884605098 0.0000 35 558.9902011313 0.9936 17 1265.6665551481 0.0000 8 1333.2858262020 0.0000 3 1752.9957316738 0.0000 2 2129.5628048328 0.0000 5 1393.0806474892 0.0000 9 923.3352493708 0.8876 6 1893.1746485460 0.0000 9 946.1971036070 0.9156
20 64 524.6111466425 1.0000 34 899.5955469493 0.9285 16 858.7493232450 0.9620 6 1655.9101550407 0.0000 3 2029.3884605098 0.0000 65 556.6791413260 0.9978 35 1265.6665551481 0.0000 16 936.9787189649 0.9242 6 1752.9957316738 0.0000 3 2129.5628048328 0.0000 10 1393.0806474892 0.0000 17 884.8976605307 0.9262 11 1893.1746485460 0.0000 17 923.7871616861 0.9378
25 80 524.6111466425 1.0000 43 891.4938103619 0.9369 20 847.1561749266 0.9752 8 1320.5123882456 0.7788 4 2029.3884605098 0.0000 81 556.6791413260 0.9978 43 1265.6665551481 0.0000 20 920.8203244676 0.9404 8 1752.9957316738 0.0000 4 2129.5628048328 0.0000 12 1393.0806474892 0.0000 21 872.1370372963 0.9397 14 1730.5112905759 0.8906 21 921.7369407209 0.9399
30 97 524.6111466425 1.0000 52 891.4938103619 0.9369 24 845.0277391615 0.9776 9 1320.5123882456 0.7788 5 2029.3884605098 0.0000 96 556.6791413260 0.9978 52 1265.6665551481 0.0000 24 897.5749274996 0.9648 9 1752.9957316738 0.0000 5 2129.5628048328 0.0000 14 1393.0806474892 0.0000 26 862.8845789818 0.9498 16 1730.5112905759 0.8906 26 909.5256607873 0.9526
40 130 524.6111466425 1.0000 69 868.3168811859 0.9619 31 836.0018379499 0.9882 12 1320.5123882456 0.7788 6 2029.3884605098 0.0000 127 556.6791413260 0.9978 70 1265.6665551481 0.0000 32 881.4013368066 0.9825 12 1752.9957316738 0.0000 6 2129.5628048328 0.0000 19 1393.0806474892 0.0000 34 847.5999548271 0.9669 22 1718.1917896907 0.8970 34 895.5243088219 0.9674
45 146 524.6111466425 1.0000 78 868.1189186350 0.9621 35 831.4743420621 0.9936 13 1320.5123882456 0.7788 7 2029.3884605098 0.0000 143 555.4302364991 1.0000 79 1265.6665551481 0.0000 36 881.4013368066 0.9825 14 1364.1625443797 0.8522 7 2129.5628048328 0.0000 21 1393.0806474892 0.0000 38 842.6285044295 0.9726 24 1717.3785810333 0.8974 39 894.3436335393 0.9687
60 198 524.6111466425 1.0000 105 856.5971096991 0.9751 46 831.2069045076 0.9939 18 1320.5123882456 0.7788 9 2029.3884605098 0.0000 194 555.4302364991 1.0000 106 1265.6665551481 0.0000 48 874.8157155305 0.9899 18 1364.1625443797 0.8522 9 2129.5628048328 0.0000 29 1393.0806474892 0.0000 50 836.5576369392 0.9797 33 1669.7357497234 0.9230 51 894.3436335393 0.9687
65 215 524.6111466425 1.0000 114 851.0186759288 0.9815 50 831.2069045076 0.9939 19 1320.5123882456 0.7788 10 1611.3223380042 0.8015 212 555.4302364991 1.0000 115 1265.6665551481 0.0000 52 873.3638171268 0.9915 20 1364.1625443797 0.8522 10 2129.5628048328 0.0000 31 1393.0806474892 0.0000 55 836.5576369392 0.9797 35 1669.7357497234 0.9230 56 894.3436335393 0.9687
75 252 524.6111466425 1.0000 133 851.0186759288 0.9815 58 831.1294128955 0.9940 22 1320.5123882456 0.7788 11 1600.3613153132 0.8070 248 555.4302364991 1.0000 134 1265.6665551481 0.0000 60 873.3638171268 0.9915 23 1285.8866823326 0.9041 11 2129.5628048328 0.0000 36 1393.0806474892 0.0000 63 830.0424271000 0.9874 41 1617.3447187591 0.9529 64 892.3703765296 0.9709
80 271 524.6111466425 1.0000 142 851.0186759288 0.9815 62 831.1294128955 0.9940 23 1115.5825526548 0.9219 12 1600.3613153132 0.8070 267 555.4302364991 1.0000 143 1265.6665551481 0.0000 64 872.3870321812 0.9926 24 1282.3203013429 0.9066 12 2129.5628048328 0.0000 38 1393.0806474892 0.0000 67 828.5995257276 0.9891 43 1611.2070598450 0.9565 68 892.3703765296 0.9709
85 290 524.6111466425 1.0000 151 851.0186759288 0.9815 65 831.1294128955 0.9940 25 1112.0898773368 0.9248 13 1600.3613153132 0.8070 286 555.4302364991 1.0000 153 1265.6665551481 0.0000 68 872.2910817281 0.9927 26 1282.3203013429 0.9066 13 2129.5628048328 0.0000 40 1393.0806474892 0.0000 71 826.1882315234 0.9920 46 1611.2070598450 0.9565 73 892.3703765296 0.9709
95 330 524.6111466425 1.0000 171 851.0186759288 0.9815 73 829.5356804376 0.9959 28 1101.0462084310 0.9340 14 1552.8485440350 0.8317 328 555.4302364991 1.0000 172 1265.6665551481 0.0000 76 872.2910817281 0.9927 29 1282.3203013429 0.9066 14 2129.5628048328 0.0000 45 1159.2931502583 0.8989 79 826.1882315234 0.9920 52 1599.9213077385 0.9633 81 892.3703765296 0.9709
100 350 524.6111466425 1.0000 181 851.0186759288 0.9815 77 829.4397299846 0.9960 29 1101.0462084310 0.9340 15 1552.8485440350 0.8317 349 555.4302364991 1.0000 182 1265.6665551481 0.0000 80 872.2910817281 0.9927 30 1268.6859872260 0.9163 15 2129.5628048328 0.0000 48 1159.2931502583 0.8989 84 826.1882315234 0.9920 54 1599.9213077385 0.9633 86 892.3703765296 0.9709
