0 0 1900.1203912445 0.0000 0 2123.6948706711 0.0000
5 3 1900.1203912445 0.0000 4 2123.6948706711 0.0000
10 7 1811.9121768360 0.7128 8 2123.6948706711 0.0000
15 10 1667.6779469151 0.7744 12 2123.6948706711 0.0000
20 14 1608.6922606352 0.8028 16 2123.6948706711 0.0000
25 18 1583.6079991268 0.8155 20 2123.6948706711 0.0000
30 22 1545.7685235042 0.8355 24 2123.6948706711 0.0000
35 26 1525.4971053029 0.8466 28 2123.6948706711 0.0000
40 31 1516.1099248727 0.8518 33 2123.6948706711 0.0000
45 35 1495.4610101700 0.8636 37 1595.6688912430 0.8748
50 39 1495.4610101700 0.8636 42 1595.6688912430 0.8748
55 43 1492.2287159782 0.8655 46 1586.3963701072 0.8799
60 48 1483.4061471481 0.8706 51 1570.1260829144 0.8890
65 53 1471.3093341548 0.8778 56 1570.1260829144 0.8890
70 57 1461.5653435581 0.8836 61 1562.9267763391 0.8931
75 62 1455.1119796335 0.8875 66 1557.6078170143 0.8961
80 67 1450.6622513208 0.8902 71 1554.6751933150 0.8978
85 72 1446.9231575165 0.8925 76 1549.8225205880 0.9007
90 78 1440.5071166532 0.8965 81 1545.2221154462 0.9033
95 83 1437.1686862955 0.8986 87 1544.2066091682 0.9039
100 89 1427.4128625122 0.9047 93 1543.9287110943 0.9041
105 95 1422.5750717580 0.9078 99 1540.0852197147 0.9063
110 101 1422.0101502219 0.9082 105 1540.0852197147 0.9063
115 108 1408.4006040144 0.9170 112 1525.3418290962 0.9151
120 115 1396.5347038289 0.9248 119 1517.0720117627 0.9201
125 122 1396.5347038289 0.9248 127 1513.7755731823 0.9221
130 130 1394.9377900913 0.9258 135 1513.7755731823 0.9221
135 137 1391.4737339034 0.9281 144 1513.7755731823 0.9221
140 146 1391.3923441247 0.9282 153 1513.7755731823 0.9221
145 155 1388.8979958123 0.9298 164 1513.7755731823 0.9221
150 165 1383.0149057289 0.9338 176 1513.7755731823 0.9221
155 176 1378.4950766478 0.9369 190 1513.7755731823 0.9221
160 190 1375.4565094562 0.9389 209 1513.7755731823 0.9221
165 209 1373.7924760202 0.9401 238 1513.7755731823 0.9221
170 237 1369.5573127239 0.9430 267 1490.9158771848 0.9362
175 266 1369.5573127239 0.9430 296 1490.9158771848 0.9362
180 293 1368.0982650554 0.9440 324 1490.9158771848 0.9362
185 323 1362.5230712687 0.9478 354 1488.7082984890 0.9376
190 350 1361.9520730092 0.9482 384 1488.7082984890 0.9376
195 378 1361.9282744313 0.9483 415 1488.7082984890 0.9376
200 407 1361.3652386650 0.9486 444 1486.2828116722 0.9392
205 435 1361.3652386650 0.9486 475 1486.2828116722 0.9392
210 463 1360.5126293283 0.9492 505 1486.2828116722 0.9392
215 492 1360.1604755224 0.9495 535 1470.7023308250 0.9491
220 522 1360.1604755224 0.9495 565 1470.7023308250 0.9491
225 550 1356.0596005615 0.9524 594 1470.7023308250 0.9491
230 578 1356.0596005615 0.9524 625 1470.7023308250 0.9491
235 608 1356.0596005615 0.9524 656 1470.7023308250 0.9491
240 637 1356.0596005615 0.9524 686 1470.7023308250 0.9491
245 665 1356.0596005615 0.9524 716 1470.7023308250 0.9491
250 695 1356.0596005615 0.9524 745 1470.7023308250 0.9491
255 723 1356.0596005615 0.9524 774 1468.0072633334 0.9508
260 752 1354.1657713687 0.9537 804 1468.0072633334 0.9508
265 781 1354.1657713687 0.9537 835 1468.0072633334 0.9508
270 810 1354.0529643302 0.9538 865 1467.8545154626 0.9509
275 839 1354.0246657036 0.9538 896 1467.4575528416 0.9512
280 869 1353.9349320840 0.9538 925 1467.4575528416 0.9512
285 899 1353.3042575163 0.9543 954 1467.4575528416 0.9512
290 929 1353.3042575163 0.9543 984 1467.4575528416 0.9512
295 958 1352.0941537880 0.9551 1014 1467.4575528416 0.9512
300 987 1351.4227311488 0.9556 1045 1467.4575528416 0.9512
305 1017 1351.4227311488 0.9556 1074 1467.4575528416 0.9512
310 1046 1351.1469014653 0.9558 1105 1467.4575528416 0.9512
315 1075 1351.1469014653 0.9558 1135 1467.2446759119 0.9513
320 1103 1351.1469014653 0.9558 1165 1467.1680733390 0.9514
325 1132 1351.1469014653 0.9558 1195 1467.0361468018 0.9515
330 1161 1351.1469014653 0.9558 1225 1467.0361468018 0.9515
335 1190 1351.1469014653 0.9558 1255 1467.0361468018 0.9515
340 1218 1351.1469014653 0.9558 1284 1466.9493253236 0.9515
345 1247 1351.1469014653 0.9558 1314 1466.9493253236 0.9515
350 1275 1351.1469014653 0.9558 1344 1466.8419598404 0.9516
355 1304 1351.1469014653 0.9558 1374 1466.8419598404 0.9516
360 1335 1351.1358591670 0.9558 1403 1466.8419598404 0.9516
365 1364 1351.1358591670 0.9558 1434 1466.8419598404 0.9516
370 1392 1351.1358591670 0.9558 1463 1466.8419598404 0.9516
375 1420 1351.1358591670 0.9558 1493 1466.8419598404 0.9516
380 1449 1351.1358591670 0.9558 1522 1466.8419598404 0.9516
385 1479 1351.1358591670 0.9558 1554 1466.8419598404 0.9516
390 1508 1351.1358591670 0.9558 1583 1466.8419598404 0.9516
395 1537 1351.1358591670 0.9558 1614 1466.0555459338 0.9521
400 1565 1351.1358591670 0.9558 1642 1466.0555459338 0.9521
405 1595 1351.1358591670 0.9558 1671 1466.0555459338 0.9521
410 1625 1351.1358591670 0.9558 1701 1465.3484709067 0.9526
415 1655 1351.1358591670 0.9558 1729 1465.3484709067 0.9526
420 1684 1351.1358591670 0.9558 1759 1464.8933810670 0.9529
425 1712 1351.1358591670 0.9558 1788 1464.8933810670 0.9529
430 1743 1351.1358591670 0.9558 1817 1464.6744227412 0.9530
435 1771 1351.1358591670 0.9558 1849 1464.6744227412 0.9530
440 1802 1351.1358591670 0.9558 1878 1464.6744227412 0.9530
