0 0 2067.2769769665 0.0000 0 2204.6433397889 0.0000
5 3 2067.2769769665 0.0000 4 2204.6433397889 0.0000
10 7 2067.2769769665 0.0000 8 2204.6433397889 0.0000
15 11 1698.6971630261 0.7603 12 2204.6433397889 0.0000
20 15 1557.7480038888 0.8290 15 2204.6433397889 0.0000
25 19 1544.3657529386 0.8362 19 2204.6433397889 0.0000
30 23 1497.3559652530 0.8625 23 2204.6433397889 0.0000
35 27 1484.0825426160 0.8702 27 2204.6433397889 0.0000
40 31 1482.9957066665 0.8708 31 2204.6433397889 0.0000
45 36 1459.9170096904 0.8846 36 2204.6433397889 0.0000
50 40 1442.3640392000 0.8954 40 2204.6433397889 0.0000
55 45 1433.3689119207 0.9010 44 2204.6433397889 0.0000
60 49 1433.3689119207 0.9010 49 2204.6433397889 0.0000
65 54 1432.1230931043 0.9018 53 2204.6433397889 0.0000
70 59 1431.2811428653 0.9023 58 2204.6433397889 0.0000
75 64 1428.7700028877 0.9039 62 2204.6433397889 0.0000
80 69 1425.6068886199 0.9059 67 2204.6433397889 0.0000
85 74 1422.6059022633 0.9078 72 2204.6433397889 0.0000
90 80 1422.4875728654 0.9079 77 2204.6433397889 0.0000
95 85 1422.4875728654 0.9079 83 2204.6433397889 0.0000
100 91 1422.4875728654 0.9079 88 2204.6433397889 0.0000
105 97 1412.0193067738 0.9146 94 2204.6433397889 0.0000
110 104 1410.9057934628 0.9153 100 2204.6433397889 0.0000
115 111 1410.8723537148 0.9154 106 2204.6433397889 0.0000
120 117 1410.8723537148 0.9154 112 2204.6433397889 0.0000
125 125 1410.8723537148 0.9154 119 2204.6433397889 0.0000
130 133 1406.5858209972 0.9181 125 2204.6433397889 0.0000
135 141 1405.3817365301 0.9189 133 2204.6433397889 0.0000
140 150 1405.2729248042 0.9190 140 2204.6433397889 0.0000
145 160 1405.2729248042 0.9190 148 2204.6433397889 0.0000
150 171 1400.3707929470 0.9222 157 2204.6433397889 0.0000
155 184 1399.5069066831 0.9228 167 2204.6433397889 0.0000
160 201 1398.1667868001 0.9237 179 2204.6433397889 0.0000
165 226 1394.7837624888 0.9259 195 2204.6433397889 0.0000
170 255 1385.0681120572 0.9324 218 2204.6433397889 0.0000
175 284 1382.6803357769 0.9340 248 2204.6433397889 0.0000
180 314 1380.4603623887 0.9355 275 2204.6433397889 0.0000
185 344 1379.3439700534 0.9363 303 2204.6433397889 0.0000
190 374 1373.3226813565 0.9404 331 2204.6433397889 0.0000
195 403 1370.9503213459 0.9420 361 2204.6433397889 0.0000
200 432 1366.4381705094 0.9451 388 2204.6433397889 0.0000
205 462 1365.3825712588 0.9459 417 2204.6433397889 0.0000
210 491 1365.1939550427 0.9460 444 2204.6433397889 0.0000
215 520 1365.1939550427 0.9460 473 2204.6433397889 0.0000
220 549 1365.1939550427 0.9460 502 2204.6433397889 0.0000
225 578 1365.1939550427 0.9460 531 2204.6433397889 0.0000
230 608 1362.8066445561 0.9476 560 2204.6433397889 0.0000
235 638 1360.7568686570 0.9491 590 2204.6433397889 0.0000
240 666 1359.9838917220 0.9496 620 2204.6433397889 0.0000
245 694 1359.9838917220 0.9496 650 1471.0189495881 0.9489
250 723 1359.9838917220 0.9496 680 1471.0189495881 0.9489
255 753 1359.9838917220 0.9496 704 1471.0189495881 0.9489
260 782 1359.9838917220 0.9496 727 1470.9525400999 0.9489
265 810 1359.9838917220 0.9496 754 1470.9525400999 0.9489
270 839 1359.1618624226 0.9502 781 1469.0661687287 0.9502
275 868 1359.1618624226 0.9502 810 1465.6414971860 0.9524
280 897 1359.1618624226 0.9502 839 1463.0619447938 0.9541
285 925 1359.1618624226 0.9502 867 1462.4354041871 0.9545
290 955 1359.1535423350 0.9502 896 1461.1779316705 0.9553
295 984 1357.9055914664 0.9511 926 1461.1779316705 0.9553
300 1013 1357.5384286859 0.9513 954 1460.2227777041 0.9559
305 1043 1357.4500601704 0.9514 983 1453.5800027076 0.9603
310 1072 1357.4500601704 0.9514 1013 1453.5800027076 0.9603
315 1103 1357.4500601704 0.9514 1042 1451.9803498527 0.9613
320 1132 1353.5494402892 0.9541 1071 1451.9207248496 0.9614
325 1161 1352.9432794697 0.9545 1101 1447.8445697812 0.9641
330 1191 1352.9432794697 0.9545 1131 1447.3784282539 0.9644
335 1219 1352.0456383704 0.9552 1160 1445.2519565009 0.9658
340 1247 1352.0456383704 0.9552 1191 1444.7840382385 0.9661
345 1277 1352.0456383704 0.9552 1220 1444.7840382385 0.9661
350 1308 1351.6114094224 0.9555 1249 1444.7840382385 0.9661
355 1335 1351.6114094224 0.9555 1277 1444.7840382385 0.9661
360 1364 1351.6114094224 0.9555 1303 1444.7840382385 0.9661
365 1391 1351.6114094224 0.9555 1334 1444.7840382385 0.9661
370 1420 1351.6114094224 0.9555 1364 1444.7840382385 0.9661
375 1450 1349.3365434426 0.9571 1393 1444.7840382385 0.9661
380 1480 1349.3365434426 0.9571 1421 1444.7840382385 0.9661
385 1511 1349.3365434426 0.9571 1452 1444.3728129473 0.9664
390 1541 1347.6687001936 0.9583 1479 1440.7015818736 0.9689
395 1570 1347.6687001936 0.9583 1508 1439.2055169637 0.9699
400 1598 1347.6687001936 0.9583 1537 1439.2055169637 0.9699
405 1626 1346.4090206826 0.9592 1567 1438.3017142706 0.9705
410 1655 1346.3871711330 0.9592 1597 1437.6102740968 0.9710
415 1683 1346.3871711330 0.9592 1627 1437.6102740968 0.9710
420 1713 1345.9279906519 0.9595 1657 1437.6102740968 0.9710
425 1742 1345.8437795915 0.9596 1687 1437.6102740968 0.9710
430 1772 1345.8437795915 0.9596 1715 1437.6102740968 0.9710
435 1801 1345.8437795915 0.9596 1743 1437.6102740968 0.9710
440 1830 1345.8437795915 0.9596 1773 1437.6102740968 0.9710
445 1860 1343.3655246143 0.9614 1800 1437.6102740968 0.9710
450 1888 1341.3338517317 0.9628 1830 1437.6102740968 0.9710
455 1918 1339.6967468770 0.9640 1860 1437.6102740968 0.9710
460 1947 1338.6241375476 0.9648 1890 1437.6102740968 0.9710
465 1977 1338.6241375476 0.9648 1920 1437.6102740968 0.9710
470 2006 1331.3124283592 0.9701 1951 1437.6102740968 0.9710
475 2034 1331.3124283592 0.9701 1980 1437.6102740968 0.9710
480 2064 1331.3124283592 0.9701 2009 1437.6102740968 0.9710
485 2092 1331.3124283592 0.9701 2038 1437.6102740968 0.9710
490 2121 1329.4700095744 0.9714 2066 1437.6102740968 0.9710
495 2150 1329.4700095744 0.9714 2095 1437.6102740968 0.9710
500 2178 1329.4700095744 0.9714 2125 1437.6102740968 0.9710
505 2207 1329.4700095744 0.9714 2152 1437.6102740968 0.9710
510 2238 1329.4700095744 0.9714 2183 1437.6102740968 0.9710
515 2267 1329.4700095744 0.9714 2207 1437.6102740968 0.9710
520 2295 1329.4700095744 0.9714 2231 1437.6102740968 0.9710
525 2325 1329.4700095744 0.9714 2259 1437.6102740968 0.9710
530 2355 1329.4700095744 0.9714 2289 1437.6102740968 0.9710
535 2385 1329.4700095744 0.9714 2319 1437.6102740968 0.9710
540 2415 1329.4700095744 0.9714 2348 1437.6102740968 0.9710
545 2444 1329.4700095744 0.9714 2377 1437.6102740968 0.9710
550 2472 1329.4700095744 0.9714 2406 1437.6102740968 0.9710
555 2500 1329.4700095744 0.9714 2433 1437.6102740968 0.9710
560 2529 1329.4700095744 0.9714 2460 1437.6102740968 0.9710
565 2558 1329.4700095744 0.9714 2489 1437.6102740968 0.9710
570 2587 1329.4700095744 0.9714 2518 1437.6102740968 0.9710
575 2615 1329.4700095744 0.9714 2548 1437.6102740968 0.9710
580 2643 1329.4700095744 0.9714 2578 1437.6102740968 0.9710
585 2670 1329.4700095744 0.9714 2608 1437.6102740968 0.9710
590 2699 1329.4700095744 0.9714 2639 1437.6102740968 0.9710
595 2729 1329.4700095744 0.9714 2669 1437.6102740968 0.9710
600 2759 1329.4700095744 0.9714 2698 1437.6102740968 0.9710
605 2789 1329.4700095744 0.9714 2727 1437.6102740968 0.9710
610 2818 1329.4700095744 0.9714 2757 1437.6102740968 0.9710
615 2848 1329.4700095744 0.9714 2787 1437.6102740968 0.9710
620 2878 1329.4700095744 0.9714 2816 1437.6102740968 0.9710
625 2908 1329.4700095744 0.9714 2846 1437.6102740968 0.9710
630 2937 1329.4700095744 0.9714 2874 1437.6102740968 0.9710
635 2967 1329.4700095744 0.9714 2904 1437.6102740968 0.9710
640 2997 1329.4700095744 0.9714 2932 1437.6102740968 0.9710
645 3026 1329.4700095744 0.9714 2961 1437.6102740968 0.9710
650 3054 1329.4700095744 0.9714 2991 1437.6102740968 0.9710
655 3085 1329.4700095744 0.9714 3020 1437.6102740968 0.9710
660 3114 1329.4700095744 0.9714 3047 1437.6102740968 0.9710
