0 0 809.1087580368 0.0000 0 1172.8671116299 0.0000 0 1289.3378039071 0.0000 0 1784.3910686209 0.0000 0 2070.2309378000 0.0000 0 845.7083045635 0.0000 0 1125.0739408400 0.0000 0 1347.0456249699 0.0000 0 1890.1851743245 0.0000 0 2072.7331339335 0.0000 0 1631.0263633678 0.0000 0 1082.9535153081 0.0000 0 1497.6830283672 0.0000 0 1163.9939287450 0.0000
5 55 533.6326591885 0.9831 42 960.9262207688 0.8692 20 872.8209236478 0.9465 8 1334.5862755791 0.7706 4 1898.6402208849 0.6802 85 556.6791413260 0.9978 32 1125.0739408400 0.0000 20 939.8971101300 0.9213 8 1890.1851743245 0.0000 4 2072.7331339335 0.0000 12 1214.7140761684 0.8579 19 964.0018448050 0.8502 14 1497.6830283672 0.0000 22 935.0705200305 0.9265
10 170 524.6111466425 1.0000 93 920.0111206050 0.9079 42 855.8766584980 0.9653 15 1238.4175986248 0.8304 8 1708.1399599171 0.7561 296 556.6791413260 0.9978 72 1125.0739408400 0.0000 42 898.6038375346 0.9637 16 1421.7219759648 0.8177 8 2072.7331339335 0.0000 25 1182.2999586410 0.8814 41 898.4002047735 0.9122 29 1497.6830283672 0.0000 46 914.4933343440 0.9474
15 551 524.6111466425 1.0000 178 898.9777306259 0.9291 65 841.2317167094 0.9821 23 1183.1168325817 0.8692 12 1631.8388132313 0.7914 745 556.6791413260 0.9978 130 1125.0739408400 0.0000 65 887.1785606915 0.9761 25 1334.9477543997 0.8709 12 2072.7331339335 0.0000 38 1148.3143471884 0.9075 64 872.2658036741 0.9396 44 1728.4527175506 0.8916 72 910.2807837913 0.9518
20 971 524.6111466425 1.0000 416 870.8680938884 0.9591 90 830.0183879951 0.9953 32 1165.8451088306 0.8821 16 1574.8917290944 0.8200 1191 556.6791413260 0.9978 219 950.4857157197 0.9571 93 880.3933794329 0.9836 33 1298.0437592190 0.8956 16 2072.7331339335 0.0000 52 1130.8449585347 0.9215 90 856.3942954870 0.9570 61 1708.7635951453 0.9019 103 895.1192548729 0.9679
25 1319 524.6111466425 1.0000 682 861.0948042161 0.9700 121 827.5304267713 0.9983 40 1128.5869769769 0.9112 20 1550.7638636587 0.8328 1599 556.6791413260 0.9978 424 943.0817547828 0.9646 125 880.3933794329 0.9836 42 1287.5893861595 0.9029 20 2072.7331339335 0.0000 68 1129.1733452929 0.9229 122 855.6036424754 0.9579 80 1691.5268589281 0.9111 142 887.8839595953 0.9758
30 1635 524.6111466425 1.0000 944 861.0948042161 0.9700 160 827.5304267713 0.9983 50 1104.9472436904 0.9307 24 1550.7638636587 0.8328 1997 556.6791413260 0.9978 639 934.2369665181 0.9737 168 880.3933794329 0.9836 51 1280.1847993971 0.9081 24 1669.3456436839 0.8362 84 1122.5314576369 0.9284 163 837.8104316985 0.9782 101 1682.5675434631 0.9159 206 887.0857634227 0.9766
35 1948 524.6111466425 1.0000 1211 861.0948042161 0.9700 242 827.5304267713 0.9983 59 1098.5310463300 0.9362 28 1528.5112020124 0.8449 2368 556.6791413260 0.9978 829 934.2369665181 0.9737 259 874.2603126444 0.9905 61 1264.1877683060 0.9196 28 1665.6805599374 0.8380 103 1096.5295535996 0.9504 252 837.8104316985 0.9782 126 1605.3123836353 0.9600 350 873.7124198970 0.9916
40 2254 524.6111466425 1.0000 1468 844.5736272542 0.9890 365 827.5304267713 0.9983 69 1090.1233489666 0.9434 32 1518.3788182739 0.8505 2736 556.6791413260 0.9978 1017 933.0169325492 0.9750 386 873.1200556086 0.9918 72 1245.2398643119 0.9336 32 1665.6805599374 0.8380 124 1095.8495603961 0.9510 385 825.6486929660 0.9926 158 1584.6632420738 0.9725 496 873.5489042924 0.9918
45 2543 524.6111466425 1.0000 1727 843.8053533013 0.9899 489 827.5304267713 0.9983 80 1084.7131701628 0.9481 37 1508.5405259371 0.8561 3027 556.6791413260 0.9978 1260 933.0169325492 0.9750 512 869.9069794604 0.9954 83 1235.7379833359 0.9408 36 1661.2061999865 0.8403 149 1095.8495603961 0.9510 520 825.6486929660 0.9926 206 1583.0470236700 0.9735 638 873.5489042924 0.9918
50 2898 524.6111466425 1.0000 1992 835.8905991201 0.9992 605 826.1369729550 1.0000 91 1084.7131701628 0.9481 41 1495.5103678404 0.8636 3312 556.6791413260 0.9978 1517 929.7306100320 0.9784 639 869.9069794604 0.9954 95 1235.2533526841 0.9411 41 1645.8060412184 0.8481 183 1093.1946825147 0.9533 653 825.6486929660 0.9926 300 1574.1216574535 0.9790 778 873.5489042924 0.9918
55 3251 524.6111466425 1.0000 2256 835.7665717827 0.9994 729 826.1369729550 1.0000 103 1081.9043404861 0.9506 45 1472.6326352151 0.8770 3619 556.6791413260 0.9978 1715 929.7306100320 0.9784 761 869.9069794604 0.9954 108 1232.8556977679 0.9430 45 1631.6768081335 0.8555 235 1093.1946825147 0.9533 787 825.6486929660 0.9926 397 1568.3177384959 0.9827 922 873.5489042924 0.9918
60 3592 524.6111466425 1.0000 2518 835.7665717827 0.9994 853 826.1369729550 1.0000 116 1081.7301951284 0.9507 50 1462.7620652445 0.8829 3898 556.6791413260 0.9978 1968 929.7306100320 0.9784 887 869.9069794604 0.9954 121 1225.4122660492 0.9487 50 1620.9237026532 0.8611 315 1080.2024277293 0.9647 918 825.6486929660 0.9926 493 1568.3177384959 0.9827 1068 873.5489042924 0.9918
