0 0 813.9657567527 0.0000 0 1263.7287005168 0.0000 0 1345.7897577767 0.0000 0 1692.0489962822 0.0000 0 2054.2649378504 0.0000 0 835.7771048075 0.0000 0 1182.5380876487 0.0000 0 1377.7579288724 0.0000 0 1789.7048412798 0.0000 0 2280.8737930722 0.0000 0 1582.9717565003 0.0000 0 1266.3050292548 0.0000 0 1479.3685907660 0.0000 0 1072.0446099454 0.0000
5 40 540.9085059228 0.9699 23 1017.9589982359 0.8205 10 929.2456494925 0.8890 4 1692.0489962822 0.0000 2 2054.2649378504 0.0000 61 556.6791413260 0.9978 23 1182.5380876487 0.0000 10 1377.7579288724 0.0000 4 1789.7048412798 0.0000 2 2280.8737930722 0.0000 6 1312.7954257127 0.7938 11 943.9532844146 0.8682 7 1479.3685907660 0.0000 11 929.0807899873 0.9325
10 901 531.0248722356 0.9879 54 978.8134689535 0.8533 21 887.9434884402 0.9304 8 1285.8365179863 0.7998 4 2054.2649378504 0.0000 1342 556.6791413260 0.9978 56 1182.5380876487 0.0000 21 953.2294393619 0.9084 8 1789.7048412798 0.0000 4 2280.8737930722 0.0000 12 1248.5374906217 0.8347 22 846.8473403239 0.9678 14 1479.3685907660 0.0000 23 906.9897707652 0.9552
15 1844 531.0248722356 0.9879 527 891.6339108025 0.9368 33 843.2418135806 0.9797 11 1266.2045922088 0.8122 6 1808.7442791913 0.7140 2368 556.6791413260 0.9978 586 1182.5380876487 0.0000 35 911.2289286581 0.9503 12 1789.7048412798 0.0000 6 2280.8737930722 0.0000 19 1236.2211083347 0.8430 36 846.8473403239 0.9678 22 1479.3685907660 0.0000 37 901.0755422083 0.9615
20 2606 531.0248722356 0.9879 1485 860.7434460992 0.9704 47 843.1715369652 0.9798 16 1231.8981344507 0.8348 8 1790.7753681798 0.7212 3242 556.6791413260 0.9978 1534 1182.5380876487 0.0000 51 897.3021879371 0.9650 16 1789.7048412798 0.0000 8 2280.8737930722 0.0000 26 1212.3736394198 0.8596 53 827.4070945736 0.9905 30 1479.3685907660 0.0000 55 894.5761402188 0.9685
25 3306 531.0248722356 0.9879 2440 853.3854838380 0.9788 67 843.0390439499 0.9800 20 1190.1815561249 0.8641 10 1671.0942061800 0.7728 4006 556.6791413260 0.9978 2365 1182.5380876487 0.0000 75 894.7322399801 0.9678 21 1403.9250302548 0.8281 10 2280.8737930722 0.0000 34 1196.9887134332 0.8706 80 826.9995823254 0.9910 40 1479.3685907660 0.0000 86 887.1929340109 0.9765
30 3916 531.0248722356 0.9879 3397 847.5763793041 0.9855 237 841.1410717392 0.9822 24 1166.1138634579 0.8819 12 1646.5858545167 0.7843 4695 556.6791413260 0.9978 3038 1182.5380876487 0.0000 367 881.8617461133 0.9819 25 1403.9250302548 0.8281 12 2280.8737930722 0.0000 42 1188.9540338431 0.8765 437 825.6486929660 0.9926 52 1744.7838440793 0.8833 532 885.7650955832 0.9781
35 5262 524.6111466425 1.0000 4354 847.5763793041 0.9855 649 832.4433580457 0.9924 29 1157.1648723405 0.8887 14 1631.0206873638 0.7918 5313 556.6791413260 0.9978 3597 1182.5380876487 0.0000 786 873.9697488261 0.9908 30 1355.5952085167 0.8576 13 2280.8737930722 0.0000 52 1169.4781726468 0.8911 858 825.6486929660 0.9926 68 1716.6362247765 0.8978 1029 885.6015799787 0.9783
40 6264 524.6111466425 1.0000 5025 847.5763793041 0.9855 1042 829.4397299846 0.9960 33 1146.9192624754 0.8967 16 1601.2987225777 0.8065 5900 556.6791413260 0.9978 4138 1182.5380876487 0.0000 1212 872.9698577928 0.9919 35 1304.1594935805 0.8914 15 2280.8737930722 0.0000 67 1167.7456872833 0.8924 1289 824.7767082213 0.9937 148 1631.8731494694 0.9444 1518 885.6015799787 0.9783
45 7137 524.6111466425 1.0000 5633 847.5763793041 0.9855 1426 829.4397299846 0.9960 39 1132.2610948123 0.9083 18 1591.8088662244 0.8113 6443 556.6791413260 0.9978 4607 1182.5380876487 0.0000 1639 872.9698577928 0.9919 41 1300.2018484351 0.8941 18 2280.8737930722 0.0000 92 1153.9506977762 0.9031 1733 824.7767082213 0.9937 458 1620.3108038866 0.9511 2022 875.0454067652 0.9901
50 7859 524.6111466425 1.0000 6157 847.5763793041 0.9855 1754 829.4397299846 0.9960 45 1123.0804245799 0.9157 20 1581.0980834393 0.8168 7008 556.6791413260 0.9978 5063 1182.5380876487 0.0000 1979 872.9698577928 0.9919 47 1288.2434816355 0.9024 20 2280.8737930722 0.0000 352 1090.0372577439 0.9560 2149 824.7767082213 0.9937 765 1619.7559726629 0.9515 2525 875.0454067652 0.9901
