0 0 774.1542273508 0.0000 0 1139.7999919847 0.0000 0 1305.6325006674 0.0000 0 1723.8601070763 0.0000 0 2082.9837970241 0.0000 0 861.4152496177 0.0000 0 1209.2679265786 0.0000 0 1343.5335238770 0.0000 0 1794.7837046543 0.0000 0 2180.4882426264 0.0000 0 1345.2182529761 0.0000 0 1032.2742680762 0.0000 0 2195.2082906223 0.0000 0 1197.1549252360 0.0000
5 55 538.1348308155 0.9749 28 1019.7972374134 0.8190 12 905.6068654422 0.9123 5 1368.8556893539 0.7513 3 2082.9837970241 0.0000 162 560.2436976641 0.9914 31 1209.2679265786 0.0000 11 1343.5335238770 0.0000 5 1794.7837046543 0.0000 3 2180.4882426264 0.0000 7 1265.6428884732 0.8234 13 958.6437930012 0.8549 9 2195.2082906223 0.0000 14 1033.1265539254 0.8386
10 341 527.9777035857 0.9936 132 968.0453548305 0.8628 26 882.5006043848 0.9361 9 1255.3073018912 0.8193 5 1855.2961160232 0.6961 511 558.9902011313 0.9936 146 1209.2679265786 0.0000 23 944.6732210801 0.9167 10 1414.9247465913 0.8216 5 2180.4882426264 0.0000 15 1251.7610943940 0.8325 30 912.8525874873 0.8978 18 2195.2082906223 0.0000 31 946.1425097428 0.9157
15 655 527.9777035857 0.9936 306 923.4053767945 0.9045 47 860.2949444463 0.9603 14 1247.2419260336 0.8246 7 1745.2896407222 0.7400 857 558.9902011313 0.9936 305 938.5913601257 0.9692 39 903.2719484758 0.9587 15 1403.7138114045 0.8282 7 2180.4882426264 0.0000 24 1234.0364676313 0.8445 58 877.6295277188 0.9338 28 2195.2082906223 0.0000 63 926.8134769080 0.9348
20 966 524.6111466425 1.0000 478 914.8165594408 0.9130 110 851.3967102144 0.9703 19 1221.1739065760 0.8422 10 1621.3921548816 0.7965 1200 558.9902011313 0.9936 475 932.4554872967 0.9756 73 897.3533784373 0.9650 21 1340.9857476916 0.8669 10 2180.4882426264 0.0000 34 1232.3387363216 0.8456 144 852.6183595289 0.9612 43 2195.2082906223 0.0000 153 899.7705740343 0.9629
25 1284 524.6111466425 1.0000 654 876.4945019622 0.9530 195 843.4149197916 0.9795 25 1199.5642753780 0.8573 12 1619.3139931023 0.7975 1517 558.9902011313 0.9936 619 931.6574616333 0.9764 154 885.8748327501 0.9775 27 1322.8594712811 0.8788 12 1677.8236124940 0.8319 49 1229.9527164001 0.8473 232 852.5788298532 0.9613 77 1722.0565691642 0.8949 240 894.2773443753 0.9688
30 1565 524.6111466425 1.0000 825 865.3833249405 0.9652 278 842.6481655853 0.9804 31 1169.9306244960 0.8790 14 1615.4022424571 0.7995 1825 558.9902011313 0.9936 770 931.6574616333 0.9764 233 878.4598116461 0.9857 35 1305.5207991386 0.8905 15 1671.0581887026 0.8353 83 1218.8990404477 0.8550 320 852.5788298532 0.9613 137 1705.2513912744 0.9038 332 894.2773443753 0.9688
35 1864 524.6111466425 1.0000 996 865.3833249405 0.9652 361 840.5364645328 0.9829 39 1140.5247729978 0.9017 17 1613.4473846299 0.8004 2129 558.9902011313 0.9936 916 931.6574616333 0.9764 320 878.4598116461 0.9857 44 1305.4779259486 0.8905 17 1671.0581887026 0.8353 137 1206.7139367484 0.8636 400 852.5788298532 0.9613 199 1689.7667285606 0.9120 426 893.2821940721 0.9699
40 2137 524.6111466425 1.0000 1168 858.9934626428 0.9724 436 840.5364645328 0.9829 48 1138.5242986269 0.9033 20 1592.2605340563 0.8111 2426 558.9902011313 0.9936 1067 931.4976488051 0.9766 408 878.1591406335 0.9861 57 1302.4812924501 0.8926 20 1671.0581887026 0.8353 189 1198.8190473679 0.8693 473 852.3773502185 0.9615 258 1683.7657550676 0.9153 519 893.2821940721 0.9699
45 2422 524.6111466425 1.0000 1338 858.9934626428 0.9724 517 840.5364645328 0.9829 63 1128.2349186534 0.9115 23 1587.3424166907 0.8136 2714 558.9902011313 0.9936 1211 927.6295938476 0.9807 495 878.1591406335 0.9861 88 1265.9355969686 0.9183 23 1671.0581887026 0.8353 242 1192.4363920375 0.8739 550 852.3773502185 0.9615 319 1680.5337891130 0.9171 610 893.2821940721 0.9699
50 2703 524.6111466425 1.0000 1506 858.9934626428 0.9724 601 840.5364645328 0.9829 97 1103.0594993106 0.9323 26 1574.8867729784 0.8200 2997 558.9902011313 0.9936 1353 927.4675855952 0.9808 584 878.1591406335 0.9861 123 1263.2146390413 0.9203 27 1671.0581887026 0.8353 293 1170.4066728099 0.8904 620 852.3773502185 0.9615 380 1677.4979651157 0.9187 704 893.2821940721 0.9699
55 2983 524.6111466425 1.0000 1675 856.4121431407 0.9753 684 840.5364645328 0.9829 131 1081.9010846562 0.9506 29 1561.3343172643 0.8271 3279 558.9902011313 0.9936 1486 916.9990698778 0.9920 672 878.1591406335 0.9861 159 1252.2172376626 0.9284 30 1671.0581887026 0.8353 344 1167.4416124074 0.8926 688 852.3773502185 0.9615 442 1670.2278582906 0.9227 796 893.2821940721 0.9699
60 3243 524.6111466425 1.0000 1844 856.4121431407 0.9753 768 840.5364645328 0.9829 164 1079.4551611283 0.9527 32 1541.6987287709 0.8377 3570 556.6791413260 0.9978 1629 915.7494514150 0.9934 759 878.1591406335 0.9861 195 1248.3650078914 0.9313 34 1671.0581887026 0.8353 397 1166.7769463351 0.8932 770 851.0264608592 0.9630 505 1658.6510461476 0.9292 890 892.5779474757 0.9706
