0 0 1840.7816307828 0.0000 0 2037.0971029466 0.0000 0 1214.8693552683 0.0000 0 1621.3923930539 0.0000 0 2173.1794443863 0.0000 0 1445.8882389027 0.0000 0 1596.9793981953 0.0000
5 14 1164.9117870070 0.8828 12 1590.0296966592 0.8122 275 1214.8693552683 0.0000 24 1621.3923930539 0.0000 11 2173.1794443863 0.0000 44 1445.8882389027 0.0000 57 1596.9793981953 0.0000
10 33 1117.1351852227 0.9206 24 1567.3986581535 0.8239 565 1214.8693552683 0.0000 49 1271.3912673961 0.9144 22 2173.1794443863 0.0000 79 1445.8882389027 0.0000 118 1580.0136381591 0.9754
15 52 1088.5737813260 0.9447 33 1465.0066512385 0.8815 858 1214.8693552683 0.0000 75 1226.7654368614 0.9477 34 2173.1794443863 0.0000 116 1445.8882389027 0.0000 181 1570.6958038454 0.9812
20 77 1073.4853800378 0.9580 42 1434.7381328275 0.9001 1151 1214.8693552683 0.0000 139 1215.2713831749 0.9566 46 2173.1794443863 0.0000 234 1061.4349651459 0.9818 313 1569.7463933616 0.9818
25 103 1072.6029274336 0.9588 51 1420.6122002944 0.9091 1442 1214.8693552683 0.0000 210 1215.2713831749 0.9566 59 2173.1794443863 0.0000 362 1061.4349651459 0.9818 445 1566.0228476803 0.9841
30 130 1062.5958425921 0.9678 61 1409.9064709146 0.9160 1730 1214.8693552683 0.0000 282 1215.2713831749 0.9566 72 2173.1794443863 0.0000 502 1061.4349651459 0.9818 581 1565.8390357919 0.9842
35 183 1060.2887652313 0.9699 71 1405.8234392108 0.9186 2024 1214.8693552683 0.0000 380 1215.2713831749 0.9566 87 2173.1794443863 0.0000 639 1061.4349651459 0.9818 713 1565.8058961977 0.9842
40 239 1058.4428025371 0.9716 83 1404.7647246507 0.9193 2315 1214.8693552683 0.0000 482 1192.9654512715 0.9745 103 2173.1794443863 0.0000 781 1061.4349651459 0.9818 847 1565.5301540276 0.9844
45 295 1057.9714675989 0.9721 95 1403.4890310743 0.9202 2609 1214.8693552683 0.0000 583 1192.9654512715 0.9745 118 2173.1794443863 0.0000 917 1061.4349651459 0.9818 980 1565.2692019424 0.9846
